task_id	hash	name	process	status	exit	container	cpus	time	disk	memory	rss	%cpu	%mem	vmem	peak_rss	peak_vmem	submit	start	complete	duration	realtime	rchar	wchar	read_bytes	write_bytes	workdir
16	37/c8518b	FILTER_READS (16)	FILTER_READS	COMPLETED	0	-	1	-	-	-	1.6 MB	50.5%	0.0%	16.3 MB	0	0	2023-11-21 13:49:21.959	2023-11-21 13:49:22.003	2023-11-21 13:49:25.930	4s	1.7s	0	0	0	0	/root/pipeline_test/work/37/c8518b1110508b088eb556dc08f09c
12	a5/f43f5a	FILTER_READS (12)	FILTER_READS	COMPLETED	0	-	1	-	-	-	1.6 MB	52.7%	0.0%	16.3 MB	0	0	2023-11-21 13:49:21.972	2023-11-21 13:49:22.004	2023-11-21 13:49:25.995	4s	1.7s	0	0	0	0	/root/pipeline_test/work/a5/f43f5aa730fa9aeef1bed7563d314e
8	96/22a99e	FILTER_READS (8)	FILTER_READS	COMPLETED	0	-	1	-	-	-	1.6 MB	54.6%	0.0%	16.3 MB	0	0	2023-11-21 13:49:21.996	2023-11-21 13:49:22.117	2023-11-21 13:49:26.009	4s	1.7s	0	0	0	0	/root/pipeline_test/work/96/22a99e8c72bcc7a0f6acc085c21591
3	ed/f0bb06	FILTER_READS (3)	FILTER_READS	COMPLETED	0	-	1	-	-	-	1.6 MB	67.3%	0.0%	16.3 MB	0	0	2023-11-21 13:49:22.009	2023-11-21 13:49:22.117	2023-11-21 13:49:26.017	4s	1.6s	0	0	0	0	/root/pipeline_test/work/ed/f0bb061254ed20d8952848eae7dc43
14	bd/eeef94	FILTER_READS (14)	FILTER_READS	COMPLETED	0	-	1	-	-	-	1.6 MB	46.1%	0.0%	16.3 MB	0	0	2023-11-21 13:49:22.059	2023-11-21 13:49:22.223	2023-11-21 13:49:26.107	4s	1.7s	0	0	0	0	/root/pipeline_test/work/bd/eeef941cd19b885fd9b28499f0f534
9	c8/c9aa88	FILTER_READS (9)	FILTER_READS	COMPLETED	0	-	1	-	-	-	1.6 MB	52.4%	0.0%	16.3 MB	0	0	2023-11-21 13:49:22.197	2023-11-21 13:49:22.332	2023-11-21 13:49:26.117	3.9s	1.9s	0	0	0	0	/root/pipeline_test/work/c8/c9aa88cba2c5d9bd84359c1bd9ee24
4	6c/26d7d5	FILTER_READS (4)	FILTER_READS	COMPLETED	0	-	1	-	-	-	1.6 MB	45.3%	0.0%	16.3 MB	0	0	2023-11-21 13:49:21.945	2023-11-21 13:49:22.000	2023-11-21 13:49:26.130	4.2s	1.9s	0	0	0	0	/root/pipeline_test/work/6c/26d7d5bc5ff4cbbc1be53d61c2334c
15	cf/784610	FILTER_READS (15)	FILTER_READS	COMPLETED	0	-	1	-	-	-	1.6 MB	47.9%	0.0%	16.3 MB	0	0	2023-11-21 13:49:22.047	2023-11-21 13:49:22.119	2023-11-21 13:49:26.150	4.1s	1.8s	0	0	0	0	/root/pipeline_test/work/cf/784610cfa054dc12c36f70a77d529d
7	19/6ff3a6	FILTER_READS (7)	FILTER_READS	COMPLETED	0	-	1	-	-	-	1.6 MB	43.0%	0.0%	16.3 MB	0	0	2023-11-21 13:49:22.236	2023-11-21 13:49:22.442	2023-11-21 13:49:26.165	3.9s	2s	0	0	0	0	/root/pipeline_test/work/19/6ff3a667e35c876803c0ce2e054f10
2	bf/a26120	FILTER_READS (2)	FILTER_READS	COMPLETED	0	-	1	-	-	-	1.6 MB	54.9%	0.0%	16.3 MB	0	0	2023-11-21 13:49:22.019	2023-11-21 13:49:22.118	2023-11-21 13:49:26.186	4.2s	1.7s	0	0	0	0	/root/pipeline_test/work/bf/a26120aac2059dd2426ce37d2ef7a0
10	c9/cf528f	FILTER_READS (10)	FILTER_READS	COMPLETED	0	-	1	-	-	-	1.6 MB	46.0%	0.0%	16.3 MB	0	0	2023-11-21 13:49:22.273	2023-11-21 13:49:22.443	2023-11-21 13:49:26.196	3.9s	1.8s	0	0	0	0	/root/pipeline_test/work/c9/cf528f65e80f0a4e880e31dbdebd57
1	66/a76327	FILTER_READS (1)	FILTER_READS	COMPLETED	0	-	1	-	-	-	1.6 MB	41.1%	0.0%	16.3 MB	0	0	2023-11-21 13:49:22.217	2023-11-21 13:49:22.441	2023-11-21 13:49:26.217	4s	2s	0	0	0	0	/root/pipeline_test/work/66/a76327c53dd2481ded228b2b9d937b
11	36/9f17d0	FILTER_READS (11)	FILTER_READS	COMPLETED	0	-	1	-	-	-	1.6 MB	49.6%	0.0%	16.3 MB	0	0	2023-11-21 13:49:22.032	2023-11-21 13:49:22.118	2023-11-21 13:49:26.238	4.2s	1.8s	0	0	0	0	/root/pipeline_test/work/36/9f17d00386bcabffade04a73e7bae5
6	63/f5ec6c	FILTER_READS (6)	FILTER_READS	COMPLETED	0	-	1	-	-	-	1.6 MB	54.5%	0.0%	16.3 MB	0	0	2023-11-21 13:49:22.111	2023-11-21 13:49:22.242	2023-11-21 13:49:26.246	4.1s	1.7s	0	0	0	0	/root/pipeline_test/work/63/f5ec6c64357fd4cc365882880b6c0a
5	33/db51b4	FILTER_READS (5)	FILTER_READS	COMPLETED	0	-	1	-	-	-	1.6 MB	49.8%	0.0%	16.3 MB	0	0	2023-11-21 13:49:21.984	2023-11-21 13:49:22.116	2023-11-21 13:49:26.278	4.3s	1.7s	0	0	0	0	/root/pipeline_test/work/33/db51b4985c8b67f5d940db6ab95cd8
13	88/48ad34	FILTER_READS (13)	FILTER_READS	COMPLETED	0	-	1	-	-	-	1.6 MB	47.2%	0.0%	16.3 MB	0	0	2023-11-21 13:49:22.082	2023-11-21 13:49:22.228	2023-11-21 13:49:26.282	4.2s	1.9s	0	0	0	0	/root/pipeline_test/work/88/48ad340c4140b4adfd410410548603
23	ef/049484	INTERSECT_COUNTS (7)	INTERSECT_COUNTS	COMPLETED	0	-	1	-	-	-	0	25.1%	0.0%	0	0	0	2023-11-21 13:49:26.338	2023-11-21 13:49:26.389	2023-11-21 13:49:28.410	2.1s	284ms	0	0	0	0	/root/pipeline_test/work/ef/049484e93c53478f400aae2332ff38
27	9b/7b7f24	INTERSECT_COUNTS (11)	INTERSECT_COUNTS	COMPLETED	0	-	1	-	-	-	0	28.0%	0.0%	0	0	0	2023-11-21 13:49:26.390	2023-11-21 13:49:26.502	2023-11-21 13:49:28.452	2.1s	311ms	0	0	0	0	/root/pipeline_test/work/9b/7b7f241943b2baa234d0b4a58cb2cd
17	59/cf1aac	INTERSECT_COUNTS (1)	INTERSECT_COUNTS	COMPLETED	0	-	1	-	-	-	0	25.6%	0.0%	0	0	0	2023-11-21 13:49:26.351	2023-11-21 13:49:26.390	2023-11-21 13:49:28.530	2.2s	197ms	0	0	0	0	/root/pipeline_test/work/59/cf1aac4ce25d6eb431da6084342886
21	f6/ca12c5	INTERSECT_COUNTS (5)	INTERSECT_COUNTS	COMPLETED	0	-	1	-	-	-	0	18.0%	0.0%	0	0	0	2023-11-21 13:49:26.415	2023-11-21 13:49:26.503	2023-11-21 13:49:28.540	2.1s	282ms	0	0	0	0	/root/pipeline_test/work/f6/ca12c53a4fe66440dceea94537c920
26	51/63bdd6	INTERSECT_COUNTS (10)	INTERSECT_COUNTS	COMPLETED	0	-	1	-	-	-	0	26.1%	0.0%	0	0	0	2023-11-21 13:49:26.345	2023-11-21 13:49:26.390	2023-11-21 13:49:28.552	2.2s	256ms	0	0	0	0	/root/pipeline_test/work/51/63bdd6d59cf32ed6dda6938066687a
31	c1/392d09	INTERSECT_COUNTS (15)	INTERSECT_COUNTS	COMPLETED	0	-	1	-	-	-	0	29.1%	0.0%	0	0	0	2023-11-21 13:49:26.359	2023-11-21 13:49:26.391	2023-11-21 13:49:28.587	2.2s	396ms	0	0	0	0	/root/pipeline_test/work/c1/392d0991683a78e3903baadbe4394d
32	22/d4c238	INTERSECT_COUNTS (16)	INTERSECT_COUNTS	COMPLETED	0	-	1	-	-	-	0	29.0%	0.0%	0	0	0	2023-11-21 13:49:26.408	2023-11-21 13:49:26.502	2023-11-21 13:49:28.596	2.2s	351ms	0	0	0	0	/root/pipeline_test/work/22/d4c238f905301e7a46cc1ba62f7864
30	81/1c10ac	INTERSECT_COUNTS (14)	INTERSECT_COUNTS	COMPLETED	0	-	1	-	-	-	0	25.5%	0.0%	0	0	0	2023-11-21 13:49:26.367	2023-11-21 13:49:26.392	2023-11-21 13:49:28.629	2.3s	315ms	0	0	0	0	/root/pipeline_test/work/81/1c10ac7f038f4ab640b4d2d07739dd
29	d2/ee0670	INTERSECT_COUNTS (13)	INTERSECT_COUNTS	COMPLETED	0	-	1	-	-	-	0	29.3%	0.0%	0	0	0	2023-11-21 13:49:26.443	2023-11-21 13:49:26.503	2023-11-21 13:49:28.637	2.2s	213ms	0	0	0	0	/root/pipeline_test/work/d2/ee067098034d6bd3522b2d347d4103
25	42/457dd7	INTERSECT_COUNTS (9)	INTERSECT_COUNTS	COMPLETED	0	-	1	-	-	-	0	36.0%	0.0%	0	0	0	2023-11-21 13:49:26.375	2023-11-21 13:49:26.392	2023-11-21 13:49:28.676	2.3s	242ms	0	0	0	0	/root/pipeline_test/work/42/457dd76b79dc203143c2d86bd9cd28
19	ed/bc4bbf	INTERSECT_COUNTS (3)	INTERSECT_COUNTS	COMPLETED	0	-	1	-	-	-	0	29.5%	0.0%	0	0	0	2023-11-21 13:49:26.398	2023-11-21 13:49:26.502	2023-11-21 13:49:28.683	2.3s	225ms	0	0	0	0	/root/pipeline_test/work/ed/bc4bbffdc872026409124b8ec74489
24	cd/be3089	INTERSECT_COUNTS (8)	INTERSECT_COUNTS	COMPLETED	0	-	1	-	-	-	0	28.3%	0.0%	0	0	0	2023-11-21 13:49:26.451	2023-11-21 13:49:26.509	2023-11-21 13:49:28.696	2.2s	240ms	0	0	0	0	/root/pipeline_test/work/cd/be3089a675e8674212066cfb3e4eb6
22	c9/cf29c0	INTERSECT_COUNTS (6)	INTERSECT_COUNTS	COMPLETED	0	-	1	-	-	-	0	22.0%	0.0%	0	0	0	2023-11-21 13:49:26.459	2023-11-21 13:49:26.510	2023-11-21 13:49:28.704	2.2s	360ms	0	0	0	0	/root/pipeline_test/work/c9/cf29c0cd22d479add7498ea67ec760
28	d8/6945fe	INTERSECT_COUNTS (12)	INTERSECT_COUNTS	COMPLETED	0	-	1	-	-	-	0	29.7%	0.0%	0	0	0	2023-11-21 13:49:26.468	2023-11-21 13:49:26.510	2023-11-21 13:49:28.730	2.3s	240ms	0	0	0	0	/root/pipeline_test/work/d8/6945fe9dc000f708c591f8129e541f
20	7f/5f7bdb	INTERSECT_COUNTS (4)	INTERSECT_COUNTS	COMPLETED	0	-	1	-	-	-	0	25.4%	0.0%	0	0	0	2023-11-21 13:49:26.382	2023-11-21 13:49:26.500	2023-11-21 13:49:28.872	2.5s	427ms	0	0	0	0	/root/pipeline_test/work/7f/5f7bdbde711b46807912091287ed3e
18	10/13a320	INTERSECT_COUNTS (2)	INTERSECT_COUNTS	COMPLETED	0	-	1	-	-	-	0	18.9%	0.0%	0	0	0	2023-11-21 13:49:26.424	2023-11-21 13:49:26.503	2023-11-21 13:49:29.079	2.7s	401ms	0	0	0	0	/root/pipeline_test/work/10/13a320093d4e5af36794cbaf02c504
34	e7/fb0c5d	COUNT_SUM_NORM (2)	COUNT_SUM_NORM	COMPLETED	0	-	1	-	-	-	1.6 MB	39.1%	0.0%	16.3 MB	0	0	2023-11-21 13:49:28.494	2023-11-21 13:49:28.538	2023-11-21 13:49:32.818	4.3s	2.2s	0	0	0	0	/root/pipeline_test/work/e7/fb0c5d35ed5803aad67caec7888106
39	ca/ddf077	COUNT_SUM_NORM (7)	COUNT_SUM_NORM	COMPLETED	0	-	1	-	-	-	1.6 MB	40.9%	0.0%	16.3 MB	0	0	2023-11-21 13:49:28.615	2023-11-21 13:49:28.688	2023-11-21 13:49:32.860	4.2s	2.3s	0	0	0	0	/root/pipeline_test/work/ca/ddf077c97fd42c181da85437822f2a
37	ff/02c79d	COUNT_SUM_NORM (5)	COUNT_SUM_NORM	COMPLETED	0	-	1	-	-	-	1.6 MB	71.3%	0.0%	16.3 MB	0	0	2023-11-21 13:49:28.600	2023-11-21 13:49:28.643	2023-11-21 13:49:33.113	4.5s	1.4s	0	0	0	0	/root/pipeline_test/work/ff/02c79dba93fbba0ac49855d71a452c
45	e2/715b2c	COUNT_SUM_NORM (13)	COUNT_SUM_NORM	COMPLETED	0	-	1	-	-	-	1.6 MB	41.4%	0.0%	16.3 MB	0	0	2023-11-21 13:49:28.729	2023-11-21 13:49:28.838	2023-11-21 13:49:33.169	4.4s	2.4s	0	0	0	0	/root/pipeline_test/work/e2/715b2cfe8dd316d59a88de62bc3176
36	25/87ad5c	COUNT_SUM_NORM (4)	COUNT_SUM_NORM	COMPLETED	0	-	1	-	-	-	1.6 MB	77.5%	0.0%	16.3 MB	0	0	2023-11-21 13:49:28.587	2023-11-21 13:49:28.642	2023-11-21 13:49:33.203	4.6s	1.1s	0	0	0	0	/root/pipeline_test/work/25/87ad5c7d6828c10bb4070291cf7c05
33	69/bbc85c	COUNT_SUM_NORM (1)	COUNT_SUM_NORM	COMPLETED	0	-	1	-	-	-	1.6 MB	51.9%	0.0%	16.3 MB	0	0	2023-11-21 13:49:28.433	2023-11-21 13:49:28.538	2023-11-21 13:49:33.222	4.8s	1.7s	0	0	0	0	/root/pipeline_test/work/69/bbc85c451adc16f2ff9ecb1f5556a8
38	a9/647dcc	COUNT_SUM_NORM (6)	COUNT_SUM_NORM	COMPLETED	0	-	1	-	-	-	1.6 MB	43.6%	0.0%	16.3 MB	0	0	2023-11-21 13:49:28.607	2023-11-21 13:49:28.643	2023-11-21 13:49:33.260	4.7s	2.2s	0	0	0	0	/root/pipeline_test/work/a9/647dcc1e9f9b718ee1785069d5e163
42	f7/4c6535	COUNT_SUM_NORM (10)	COUNT_SUM_NORM	COMPLETED	0	-	1	-	-	-	1.6 MB	40.2%	0.0%	16.3 MB	0	0	2023-11-21 13:49:28.695	2023-11-21 13:49:28.736	2023-11-21 13:49:33.276	4.6s	2.1s	0	0	0	0	/root/pipeline_test/work/f7/4c6535b7c8abc14b062fdde0fc5102
35	9b/ce93d6	COUNT_SUM_NORM (3)	COUNT_SUM_NORM	COMPLETED	0	-	1	-	-	-	0	47.7%	0.0%	0	0	0	2023-11-21 13:49:28.548	2023-11-21 13:49:28.602	2023-11-21 13:49:33.283	4.7s	1.5s	0	0	0	0	/root/pipeline_test/work/9b/ce93d657a35c7c5a10daca1aa56ab8
44	35/40de78	COUNT_SUM_NORM (12)	COUNT_SUM_NORM	COMPLETED	0	-	1	-	-	-	1.6 MB	44.7%	0.0%	16.3 MB	0	0	2023-11-21 13:49:28.717	2023-11-21 13:49:28.837	2023-11-21 13:49:33.298	4.6s	1.9s	0	0	0	0	/root/pipeline_test/work/35/40de788a70ad2f2491bd6bcd8ce9c9
40	c1/056b9b	COUNT_SUM_NORM (8)	COUNT_SUM_NORM	COMPLETED	0	-	1	-	-	-	1.6 MB	61.2%	0.0%	16.3 MB	0	0	2023-11-21 13:49:28.653	2023-11-21 13:49:28.712	2023-11-21 13:49:33.339	4.7s	1.4s	0	0	0	0	/root/pipeline_test/work/c1/056b9bef49bb15d55b3094ea262e9f
43	07/681216	COUNT_SUM_NORM (11)	COUNT_SUM_NORM	COMPLETED	0	-	1	-	-	-	1.6 MB	45.0%	0.0%	16.3 MB	0	0	2023-11-21 13:49:28.703	2023-11-21 13:49:28.736	2023-11-21 13:49:33.345	4.6s	1.9s	0	0	0	0	/root/pipeline_test/work/07/681216dfc2bcb50f1df39b49d419ce
47	2d/44d701	COUNT_SUM_NORM (15)	COUNT_SUM_NORM	COMPLETED	0	-	1	-	-	-	1.6 MB	43.3%	0.0%	16.3 MB	0	0	2023-11-21 13:49:28.893	2023-11-21 13:49:28.980	2023-11-21 13:49:33.350	4.5s	2.2s	0	0	0	0	/root/pipeline_test/work/2d/44d701d191e7d97785ccc7dc36bca1
41	71/3fd1d6	COUNT_SUM_NORM (9)	COUNT_SUM_NORM	COMPLETED	0	-	1	-	-	-	1.6 MB	39.1%	0.0%	16.3 MB	0	0	2023-11-21 13:49:28.659	2023-11-21 13:49:28.736	2023-11-21 13:49:33.389	4.7s	2.4s	0	0	0	0	/root/pipeline_test/work/71/3fd1d665d9dc5e9d6ffeb036222b2a
46	36/2affb4	COUNT_SUM_NORM (14)	COUNT_SUM_NORM	COMPLETED	0	-	1	-	-	-	1.6 MB	39.1%	0.0%	16.3 MB	0	0	2023-11-21 13:49:28.743	2023-11-21 13:49:28.839	2023-11-21 13:49:33.445	4.7s	2.1s	0	0	0	0	/root/pipeline_test/work/36/2affb4c2383a9606865243d1c754a1
48	fd/08ca8c	COUNT_SUM_NORM (16)	COUNT_SUM_NORM	COMPLETED	0	-	1	-	-	-	1.6 MB	53.8%	0.0%	16.3 MB	0	0	2023-11-21 13:49:29.107	2023-11-21 13:49:29.186	2023-11-21 13:49:33.563	4.5s	1.7s	0	0	0	0	/root/pipeline_test/work/fd/08ca8cec22cac4bcb7dc7458bb3f0c
49	54/8d89d7	COMBINE_OUTPUT	COMBINE_OUTPUT	COMPLETED	0	-	1	-	-	-	0	95.6%	0.0%	0	0	0	2023-11-21 13:49:33.582	2023-11-21 13:49:33.676	2023-11-21 13:49:34.553	971ms	55ms	0	0	0	0	/root/pipeline_test/work/54/8d89d745516eab055b42664c7b172c
